node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
GATA2	PAX5	9606.ENSP00000345681	9606.ENSP00000350844	0	0	0	0	0.086	0	0	0.489	0.513
GATA2	FBXW7	9606.ENSP00000345681	9606.ENSP00000474725	0	0	0	0	0	0.331	0	0.307	0.517
GATA2	PTPN11	9606.ENSP00000345681	9606.ENSP00000489597	0	0	0	0	0	0	0	0.52	0.52
GATA2	NOTCH1	9606.ENSP00000345681	9606.ENSP00000498587	0	0	0	0	0.053	0.093	0	0.495	0.529
GATA2	CTCF	9606.ENSP00000345681	9606.ENSP00000494538	0	0	0	0	0	0.091	0	0.52	0.545
GATA2	JAK2	9606.ENSP00000345681	9606.ENSP00000371067	0	0	0	0	0.056	0.093	0	0.517	0.551
GATA2	KLF4	9606.ENSP00000345681	9606.ENSP00000363804	0	0	0	0	0.083	0.091	0	0.509	0.555
GATA2	MYC	9606.ENSP00000345681	9606.ENSP00000478887	0	0	0	0	0.118	0.051	0	0.526	0.569
GATA2	IDH1	9606.ENSP00000345681	9606.ENSP00000390265	0	0	0	0	0	0	0	0.57	0.57
GATA2	AKT1	9606.ENSP00000345681	9606.ENSP00000451828	0	0	0	0	0.062	0.33	0	0.396	0.587
GATA2	NRAS	9606.ENSP00000345681	9606.ENSP00000358548	0	0	0	0	0.087	0.085	0	0.579	0.618
GATA2	WT1	9606.ENSP00000345681	9606.ENSP00000368370	0	0	0	0	0.063	0.091	0	0.594	0.624
GATA2	TET2	9606.ENSP00000345681	9606.ENSP00000442788	0	0	0	0	0	0	0	0.662	0.662
GATA2	ETV6	9606.ENSP00000345681	9606.ENSP00000379658	0	0	0	0	0.055	0	0	0.682	0.687
GATA2	ASXL1	9606.ENSP00000345681	9606.ENSP00000364839	0	0	0	0	0	0.093	0	0.676	0.694
GATA2	H3C12	9606.ENSP00000345681	9606.ENSP00000352252	0	0	0	0	0	0.094	0.5	0.399	0.703
GATA2	KMT2A	9606.ENSP00000345681	9606.ENSP00000436786	0	0	0	0	0.042	0.086	0.5	0.449	0.726
GATA2	CBFB	9606.ENSP00000345681	9606.ENSP00000415151	0	0	0	0	0	0	0.5	0.642	0.813
GATA2	GATA3	9606.ENSP00000345681	9606.ENSP00000368632	0	0	0.055	0.96	0.083	0.164	0.5	0.637	0.844
GATA2	JUN	9606.ENSP00000345681	9606.ENSP00000360266	0	0	0	0	0	0.348	0	0.785	0.854
GATA2	GATA1	9606.ENSP00000345681	9606.ENSP00000365858	0	0	0	0.843	0.109	0	0	0.974	0.976
GATA3	PHOX2B	9606.ENSP00000368632	9606.ENSP00000226382	0	0	0	0	0	0	0	0.738	0.738
GATA3	CCND1	9606.ENSP00000368632	9606.ENSP00000227507	0	0	0	0	0.056	0	0.5	0.704	0.848
GATA3	CDKN1B	9606.ENSP00000368632	9606.ENSP00000228872	0	0	0	0	0.1	0	0	0.417	0.453
GATA3	FLT3	9606.ENSP00000368632	9606.ENSP00000241453	0	0	0	0	0.057	0	0	0.436	0.446
GATA3	SOX9	9606.ENSP00000368632	9606.ENSP00000245479	0	0	0	0	0	0.053	0	0.412	0.419
GATA3	FOXA1	9606.ENSP00000368632	9606.ENSP00000250448	0	0	0	0	0.12	0.484	0.9	0.95	0.997
GATA3	RARA	9606.ENSP00000368632	9606.ENSP00000254066	0	0	0	0	0	0.303	0	0.705	0.786
GATA3	KRAS	9606.ENSP00000368632	9606.ENSP00000256078	0	0	0	0	0.101	0.085	0	0.429	0.489
GATA3	NOTCH2	9606.ENSP00000368632	9606.ENSP00000256646	0	0	0	0	0	0.093	0	0.41	0.442
GATA3	TBX3	9606.ENSP00000368632	9606.ENSP00000257566	0	0	0	0	0.078	0.068	0	0.663	0.685
GATA3	CDK4	9606.ENSP00000368632	9606.ENSP00000257904	0	0	0	0	0.06	0.125	0	0.339	0.408
GATA3	MDM2	9606.ENSP00000368632	9606.ENSP00000258149	0	0	0	0	0	0.321	0	0.297	0.502
GATA3	CDH1	9606.ENSP00000368632	9606.ENSP00000261769	0	0	0	0	0.063	0	0	0.541	0.551
GATA3	SMAD2	9606.ENSP00000368632	9606.ENSP00000262160	0	0	0	0	0.059	0.071	0	0.39	0.42
GATA3	KMT2C	9606.ENSP00000368632	9606.ENSP00000262189	0	0	0	0	0.055	0.045	0	0.514	0.523
GATA3	CREBBP	9606.ENSP00000368632	9606.ENSP00000262367	0	0	0	0	0	0.346	0	0.707	0.801
GATA3	EP300	9606.ENSP00000368632	9606.ENSP00000263253	0	0	0	0	0	0.101	0.8	0.794	0.959
GATA3	PIK3CA	9606.ENSP00000368632	9606.ENSP00000263967	0	0	0	0	0	0	0	0.583	0.583
GATA3	DNMT3A	9606.ENSP00000368632	9606.ENSP00000264709	0	0	0	0	0.048	0	0	0.397	0.401
GATA3	TP63	9606.ENSP00000368632	9606.ENSP00000264731	0	0	0	0	0.077	0	0	0.423	0.445
GATA3	NCOR1	9606.ENSP00000368632	9606.ENSP00000268712	0	0	0	0	0.057	0.065	0	0.388	0.413
GATA3	TP53	9606.ENSP00000368632	9606.ENSP00000269305	0	0	0	0	0.098	0.253	0	0.623	0.724
GATA3	ERBB2	9606.ENSP00000368632	9606.ENSP00000269571	0	0	0	0	0.055	0	0	0.658	0.662
GATA3	EGFR	9606.ENSP00000368632	9606.ENSP00000275493	0	0	0	0	0.055	0	0	0.505	0.512
GATA3	ATM	9606.ENSP00000368632	9606.ENSP00000278616	0	0	0	0	0.098	0.065	0	0.389	0.44
GATA3	ARID5B	9606.ENSP00000368632	9606.ENSP00000279873	0	0	0	0	0.076	0.068	0	0.471	0.505
GATA3	MYCN	9606.ENSP00000368632	9606.ENSP00000281043	0	0	0	0	0	0.161	0	0.587	0.638
GATA3	KIT	9606.ENSP00000368632	9606.ENSP00000288135	0	0	0	0	0	0	0	0.583	0.583
GATA3	H2BC5	9606.ENSP00000368632	9606.ENSP00000289316	0	0	0	0	0.049	0.089	0.5	0.059	0.537
GATA3	REL	9606.ENSP00000368632	9606.ENSP00000295025	0	0	0	0	0.042	0.093	0	0.381	0.415
GATA3	SOX17	9606.ENSP00000368632	9606.ENSP00000297316	0	0	0	0	0	0.053	0	0.463	0.47
GATA3	RUNX1	9606.ENSP00000368632	9606.ENSP00000300305	0	0	0	0	0.056	0.125	0.5	0.976	0.989
GATA3	IL7R	9606.ENSP00000368632	9606.ENSP00000306157	0	0	0	0	0.058	0	0	0.697	0.702
GATA3	CD276	9606.ENSP00000368632	9606.ENSP00000320084	0	0	0	0	0	0	0	0.418	0.418
GATA3	EZH2	9606.ENSP00000368632	9606.ENSP00000320147	0	0	0	0	0.062	0.086	0	0.648	0.672
GATA3	ARID1A	9606.ENSP00000368632	9606.ENSP00000320485	0	0	0	0	0.042	0.068	0	0.431	0.448
GATA3	SOX2	9606.ENSP00000368632	9606.ENSP00000323588	0	0	0	0	0.047	0.053	0	0.539	0.547
GATA3	IKZF1	9606.ENSP00000368632	9606.ENSP00000331614	0	0	0	0	0.055	0.091	0	0.742	0.759
GATA3	SMAD3	9606.ENSP00000368632	9606.ENSP00000332973	0	0	0	0	0.066	0.071	0	0.769	0.782
GATA3	PDCD1	9606.ENSP00000368632	9606.ENSP00000335062	0	0	0	0	0.106	0	0	0.478	0.513
GATA3	LMO1	9606.ENSP00000368632	9606.ENSP00000338207	0	0	0	0	0	0.536	0.5	0.442	0.859
GATA3	ICOSLG	9606.ENSP00000368632	9606.ENSP00000339477	0	0	0	0	0.089	0.053	0	0.398	0.435
GATA3	FGFR3	9606.ENSP00000368632	9606.ENSP00000339824	0	0	0	0	0.047	0.071	0	0.377	0.4
GATA3	H3-5	9606.ENSP00000368632	9606.ENSP00000339835	0	0	0	0	0	0.094	0	0.447	0.477
GATA3	SMAD4	9606.ENSP00000368632	9606.ENSP00000341551	0	0	0	0	0.055	0.071	0	0.394	0.422
GATA3	SMARCA4	9606.ENSP00000368632	9606.ENSP00000343896	0	0	0	0	0.042	0.077	0	0.602	0.617
GATA3	GATA2	9606.ENSP00000368632	9606.ENSP00000345681	0	0	0.055	0.96	0.083	0.164	0.5	0.637	0.844
GATA3	NKX2-1	9606.ENSP00000368632	9606.ENSP00000346879	0	0	0	0	0.055	0.098	0	0.448	0.488
GATA3	PAX5	9606.ENSP00000368632	9606.ENSP00000350844	0	0	0	0	0.099	0	0	0.705	0.723
GATA3	NF1	9606.ENSP00000368632	9606.ENSP00000351015	0	0	0	0	0	0.076	0	0.45	0.47
GATA3	H3C12	9606.ENSP00000368632	9606.ENSP00000352252	0	0	0	0	0	0.094	0.5	0.447	0.727
GATA3	MTOR	9606.ENSP00000368632	9606.ENSP00000354558	0	0	0	0	0	0.126	0	0.391	0.445
GATA3	PRDM1	9606.ENSP00000368632	9606.ENSP00000358092	0	0	0	0	0.05	0	0	0.597	0.601
GATA3	JUN	9606.ENSP00000368632	9606.ENSP00000360266	0	0	0	0	0.045	0.118	0.5	0.786	0.897
GATA3	PTEN	9606.ENSP00000368632	9606.ENSP00000361021	0	0	0	0	0.074	0	0	0.51	0.526
GATA3	SRC	9606.ENSP00000368632	9606.ENSP00000362680	0	0	0	0	0.056	0.093	0	0.474	0.511
GATA3	KLF4	9606.ENSP00000368632	9606.ENSP00000363804	0	0	0	0	0.042	0.091	0	0.482	0.509
GATA3	AR	9606.ENSP00000368632	9606.ENSP00000363822	0	0	0	0	0.075	0.057	0	0.424	0.454
GATA3	KDM5C	9606.ENSP00000368632	9606.ENSP00000364550	0	0	0	0	0.067	0.048	0	0.495	0.512
GATA3	GATA1	9606.ENSP00000368632	9606.ENSP00000365858	0	0	0.078	0.836	0.086	0	0.5	0.571	0.795
GATA3	KDM6A	9606.ENSP00000368632	9606.ENSP00000367203	0	0	0	0	0.074	0.106	0	0.626	0.663
GATA3	WT1	9606.ENSP00000368632	9606.ENSP00000368370	0	0	0	0	0	0.091	0	0.52	0.545
GATA3	MAP2K4	9606.ENSP00000368632	9606.ENSP00000410402	0	0	0	0	0.086	0	0	0.381	0.41
GATA3	ALK	9606.ENSP00000368632	9606.ENSP00000373700	0	0	0	0	0	0.093	0	0.381	0.415
GATA3	SOCS1	9606.ENSP00000368632	9606.ENSP00000496577	0	0	0	0	0.049	0	0	0.415	0.419
GATA3	NKX3-1	9606.ENSP00000368632	9606.ENSP00000370253	0	0	0	0	0.055	0.098	0	0.401	0.445
GATA3	CRLF2	9606.ENSP00000368632	9606.ENSP00000370978	0	0	0	0	0	0	0	0.447	0.447
GATA3	MYD88	9606.ENSP00000368632	9606.ENSP00000498321	0	0	0	0	0	0.094	0	0.423	0.455
GATA3	PTPN11	9606.ENSP00000368632	9606.ENSP00000489597	0	0	0	0	0	0	0	0.459	0.459
GATA3	JAK3	9606.ENSP00000368632	9606.ENSP00000432511	0	0	0	0	0.056	0.093	0	0.444	0.483
GATA3	BCL2	9606.ENSP00000368632	9606.ENSP00000381185	0	0	0	0	0.106	0	0	0.447	0.484
GATA3	PIK3R1	9606.ENSP00000368632	9606.ENSP00000428056	0	0	0	0	0.079	0	0	0.464	0.485
GATA3	ETV6	9606.ENSP00000368632	9606.ENSP00000379658	0	0	0	0	0.055	0	0	0.48	0.487
GATA3	JAK1	9606.ENSP00000368632	9606.ENSP00000499900	0	0	0	0	0.083	0.093	0	0.444	0.498
GATA3	INPP4B	9606.ENSP00000368632	9606.ENSP00000422793	0	0	0	0	0.115	0	0	0.473	0.513
GATA3	KDM5A	9606.ENSP00000368632	9606.ENSP00000382688	0	0	0	0	0.067	0.048	0	0.499	0.517
GATA3	FBXW7	9606.ENSP00000368632	9606.ENSP00000474725	0	0	0	0	0	0.331	0	0.315	0.522
GATA3	CD274	9606.ENSP00000368632	9606.ENSP00000370989	0	0	0	0	0	0	0	0.527	0.527
GATA3	CTNNB1	9606.ENSP00000368632	9606.ENSP00000495360	0	0	0	0	0.063	0	0	0.52	0.531
GATA3	AKT1	9606.ENSP00000368632	9606.ENSP00000451828	0	0	0	0	0	0.093	0	0.519	0.545
GATA3	JAK2	9606.ENSP00000368632	9606.ENSP00000371067	0	0	0	0	0.056	0.093	0	0.543	0.574
GATA3	NOTCH1	9606.ENSP00000368632	9606.ENSP00000498587	0	0	0	0	0	0.093	0	0.583	0.606
GATA3	MAP3K1	9606.ENSP00000368632	9606.ENSP00000382423	0	0	0	0	0.065	0.051	0	0.602	0.616
GATA3	FOXP1	9606.ENSP00000368632	9606.ENSP00000484803	0	0	0	0	0.054	0.071	0	0.609	0.626
GATA3	CDKN2A	9606.ENSP00000368632	9606.ENSP00000418915	0	0	0	0	0	0.049	0	0.643	0.646
GATA3	CTCF	9606.ENSP00000368632	9606.ENSP00000494538	0	0	0	0	0.044	0.121	0	0.618	0.651
GATA3	BCL6	9606.ENSP00000368632	9606.ENSP00000384371	0	0	0	0	0	0.091	0	0.681	0.697
GATA3	MYC	9606.ENSP00000368632	9606.ENSP00000478887	0	0	0	0	0.123	0.232	0	0.587	0.698
GATA3	CBFB	9606.ENSP00000368632	9606.ENSP00000415151	0	0	0	0	0	0	0.5	0.475	0.726
GATA3	CTLA4	9606.ENSP00000368632	9606.ENSP00000497102	0	0	0	0	0.106	0	0	0.727	0.745
GATA3	IL10	9606.ENSP00000368632	9606.ENSP00000412237	0	0	0	0	0.086	0	0	0.748	0.759
GATA3	BRCA1	9606.ENSP00000368632	9606.ENSP00000418960	0	0	0	0	0.042	0.292	0	0.689	0.77
GATA3	IRF4	9606.ENSP00000368632	9606.ENSP00000370343	0	0	0	0	0.042	0.095	0	0.844	0.853
GATA3	ESR1	9606.ENSP00000368632	9606.ENSP00000405330	0	0	0	0	0.102	0.608	0.5	0.91	0.982
GNA11	ARAF	9606.ENSP00000078429	9606.ENSP00000290277	0	0	0	0	0.09	0	0	0.373	0.405
GNA11	FOXL2	9606.ENSP00000078429	9606.ENSP00000497217	0	0	0	0	0	0	0	0.418	0.418
GNA11	ARID2	9606.ENSP00000078429	9606.ENSP00000335044	0	0	0	0	0.059	0	0	0.408	0.42
GNA11	CDK4	9606.ENSP00000078429	9606.ENSP00000257904	0	0	0	0	0.05	0	0	0.417	0.423
GNA11	MEN1	9606.ENSP00000078429	9606.ENSP00000337088	0	0	0	0	0.06	0	0	0.415	0.426
GNA11	TERT	9606.ENSP00000078429	9606.ENSP00000309572	0	0	0	0	0	0	0	0.447	0.447
GNA11	MITF	9606.ENSP00000078429	9606.ENSP00000391803	0	0	0	0	0	0	0	0.463	0.463
GNA11	ROS1	9606.ENSP00000078429	9606.ENSP00000357494	0	0	0	0	0	0	0	0.468	0.468
GNA11	MAP2K2	9606.ENSP00000078429	9606.ENSP00000262948	0	0	0	0	0.086	0	0	0.447	0.472
GNA11	RHOA	9606.ENSP00000078429	9606.ENSP00000400175	0	0	0	0	0.056	0.163	0	0.392	0.478
GNA11	TP53	9606.ENSP00000078429	9606.ENSP00000269305	0	0	0	0	0	0	0	0.479	0.479
GNA11	JAK2	9606.ENSP00000078429	9606.ENSP00000371067	0	0	0	0	0.044	0	0	0.478	0.479
GNA11	EZH2	9606.ENSP00000078429	9606.ENSP00000320147	0	0	0	0	0.061	0	0	0.475	0.485
GNA11	SF3B1	9606.ENSP00000078429	9606.ENSP00000335321	0	0	0	0	0.054	0	0	0.48	0.487
GNA11	DDR2	9606.ENSP00000078429	9606.ENSP00000356899	0	0	0	0	0.062	0	0	0.477	0.488
GNA11	KDR	9606.ENSP00000078429	9606.ENSP00000263923	0	0	0	0	0.076	0	0	0.477	0.496
GNA11	CDC73	9606.ENSP00000078429	9606.ENSP00000356405	0	0	0	0	0.049	0	0	0.512	0.517
GNA11	CSF1R	9606.ENSP00000078429	9606.ENSP00000286301	0	0	0	0	0.111	0	0	0.479	0.517
GNA11	NOTCH1	9606.ENSP00000078429	9606.ENSP00000498587	0	0	0	0	0.094	0	0	0.492	0.52
GNA11	MAP2K1	9606.ENSP00000078429	9606.ENSP00000302486	0	0	0	0	0.055	0	0	0.514	0.521
GNA11	NPM1	9606.ENSP00000078429	9606.ENSP00000296930	0	0	0	0	0.042	0	0	0.522	0.522
GNA11	FLT3	9606.ENSP00000078429	9606.ENSP00000241453	0	0	0	0	0.076	0	0	0.505	0.523
GNA11	SMAD4	9606.ENSP00000078429	9606.ENSP00000341551	0	0	0	0	0.066	0	0	0.511	0.524
GNA11	EGFR	9606.ENSP00000078429	9606.ENSP00000275493	0	0	0	0	0.101	0	0	0.492	0.524
GNA11	ABL1	9606.ENSP00000078429	9606.ENSP00000361423	0	0	0	0	0.119	0	0	0.484	0.526
GNA11	PIK3R3	9606.ENSP00000078429	9606.ENSP00000262741	0	0	0	0	0.065	0	0.5	0.069	0.527
GNA11	TSHR	9606.ENSP00000078429	9606.ENSP00000441235	0	0	0	0	0	0	0	0.53	0.53
GNA11	MLH1	9606.ENSP00000078429	9606.ENSP00000231790	0	0	0	0	0.05	0	0	0.53	0.534
GNA11	PTPN11	9606.ENSP00000078429	9606.ENSP00000489597	0	0	0	0	0.055	0	0	0.529	0.536
GNA11	ATM	9606.ENSP00000078429	9606.ENSP00000278616	0	0	0	0	0.042	0.178	0	0.462	0.539
GNA11	ERBB2	9606.ENSP00000078429	9606.ENSP00000269571	0	0	0	0	0.091	0	0	0.516	0.542
GNA11	PTEN	9606.ENSP00000078429	9606.ENSP00000361021	0	0	0	0	0	0	0	0.554	0.554
GNA11	CTNNB1	9606.ENSP00000078429	9606.ENSP00000495360	0	0	0	0	0.113	0	0	0.52	0.556
GNA11	AKT1	9606.ENSP00000078429	9606.ENSP00000451828	0	0	0	0	0.099	0	0	0.528	0.556
GNA11	FGFR1	9606.ENSP00000078429	9606.ENSP00000393312	0	0	0	0	0.083	0	0	0.543	0.563
GNA11	BTK	9606.ENSP00000078429	9606.ENSP00000483570	0	0	0	0	0.049	0	0.5	0.174	0.572
GNA11	CDKN2A	9606.ENSP00000078429	9606.ENSP00000418915	0	0	0	0	0.049	0	0	0.57	0.573
GNA11	JAK3	9606.ENSP00000078429	9606.ENSP00000432511	0	0	0	0	0.044	0	0	0.576	0.577
GNA11	FBXW7	9606.ENSP00000078429	9606.ENSP00000474725	0	0	0	0	0	0	0	0.578	0.578
GNA11	IDH2	9606.ENSP00000078429	9606.ENSP00000331897	0	0	0	0	0.047	0	0	0.577	0.579
GNA11	IDH1	9606.ENSP00000078429	9606.ENSP00000390265	0	0	0	0	0.042	0	0	0.582	0.582
GNA11	ALK	9606.ENSP00000078429	9606.ENSP00000373700	0	0	0	0	0	0	0	0.583	0.583
GNA11	NF1	9606.ENSP00000078429	9606.ENSP00000351015	0	0	0	0	0.074	0	0	0.57	0.585
GNA11	PDGFRA	9606.ENSP00000078429	9606.ENSP00000257290	0	0	0	0	0.076	0	0	0.577	0.592
GNA11	ERBB4	9606.ENSP00000078429	9606.ENSP00000342235	0	0	0	0	0.059	0	0	0.587	0.594
GNA11	FGFR2	9606.ENSP00000078429	9606.ENSP00000410294	0	0	0	0	0.076	0	0	0.581	0.596
GNA11	SMARCB1	9606.ENSP00000078429	9606.ENSP00000340883	0	0	0	0	0.056	0	0	0.602	0.608
GNA11	FGFR3	9606.ENSP00000078429	9606.ENSP00000339824	0	0	0	0	0.103	0	0	0.583	0.61
GNA11	PIK3R2	9606.ENSP00000078429	9606.ENSP00000222254	0	0	0	0	0.14	0	0.5	0.182	0.617
GNA11	STK11	9606.ENSP00000078429	9606.ENSP00000324856	0	0	0	0	0.137	0	0	0.583	0.625
GNA11	RET	9606.ENSP00000078429	9606.ENSP00000347942	0	0	0	0	0.076	0	0	0.634	0.648
GNA11	KRAS	9606.ENSP00000078429	9606.ENSP00000256078	0	0	0	0	0.057	0.161	0	0.621	0.674
GNA11	GNAS	9606.ENSP00000078429	9606.ENSP00000360141	0	0	0	0.873	0.076	0.226	0.54	0.201	0.702
GNA11	SRC	9606.ENSP00000078429	9606.ENSP00000362680	0	0	0	0	0.049	0	0.5	0.446	0.713
GNA11	PIK3R1	9606.ENSP00000078429	9606.ENSP00000428056	0	0	0	0	0.07	0	0.5	0.537	0.766
GNA11	EIF1AX	9606.ENSP00000078429	9606.ENSP00000368927	0	0	0	0	0.053	0	0	0.776	0.779
GNA11	NRAS	9606.ENSP00000078429	9606.ENSP00000358548	0	0	0	0	0.055	0	0	0.79	0.793
GNA11	PIK3CA	9606.ENSP00000078429	9606.ENSP00000263967	0	0	0	0	0	0	0.5	0.611	0.797
GNA11	BAP1	9606.ENSP00000078429	9606.ENSP00000417132	0	0	0	0	0.088	0	0	0.792	0.802
GNA11	BRAF	9606.ENSP00000078429	9606.ENSP00000419060	0	0	0	0	0.081	0	0	0.796	0.805
GNA11	KIT	9606.ENSP00000078429	9606.ENSP00000288135	0	0	0	0	0.184	0	0	0.773	0.806
GNA11	HRAS	9606.ENSP00000078429	9606.ENSP00000407586	0	0	0	0	0.088	0	0.54	0.663	0.846
GNA11	GNAQ	9606.ENSP00000078429	9606.ENSP00000286548	0	0	0.048	0.985	0.054	0	0.9	0.743	0.973
GNAQ	GNA11	9606.ENSP00000286548	9606.ENSP00000078429	0	0	0.048	0.985	0.054	0	0.9	0.743	0.973
GNAQ	PIK3R2	9606.ENSP00000286548	9606.ENSP00000222254	0	0	0	0	0.076	0	0.5	0.181	0.588
GNAQ	MLH1	9606.ENSP00000286548	9606.ENSP00000231790	0	0	0	0	0.044	0	0	0.447	0.448
GNAQ	FLT3	9606.ENSP00000286548	9606.ENSP00000241453	0	0	0	0	0.081	0	0	0.431	0.455
GNAQ	RARA	9606.ENSP00000286548	9606.ENSP00000254066	0	0	0	0	0.055	0.294	0	0.693	0.777
GNAQ	KRAS	9606.ENSP00000286548	9606.ENSP00000256078	0	0	0	0	0.062	0	0.9	0.612	0.96
GNAQ	PDGFRA	9606.ENSP00000286548	9606.ENSP00000257290	0	0	0	0	0.082	0	0	0.506	0.527
GNAQ	PIK3R3	9606.ENSP00000286548	9606.ENSP00000262741	0	0	0	0	0.058	0	0.5	0.163	0.571
GNAQ	MAP2K2	9606.ENSP00000286548	9606.ENSP00000262948	0	0	0	0	0.044	0	0	0.41	0.411
GNAQ	KDR	9606.ENSP00000286548	9606.ENSP00000263923	0	0	0	0	0.076	0	0	0.437	0.458
GNAQ	PIK3CA	9606.ENSP00000286548	9606.ENSP00000263967	0	0	0	0	0.055	0.292	0.5	0.741	0.901
GNAQ	TP53	9606.ENSP00000286548	9606.ENSP00000269305	0	0	0	0	0.042	0	0	0.479	0.479
GNAQ	ERBB2	9606.ENSP00000286548	9606.ENSP00000269571	0	0	0	0	0.059	0	0	0.46	0.47
GNAQ	RASA1	9606.ENSP00000286548	9606.ENSP00000274376	0	0	0	0	0.049	0	0	0.448	0.452
GNAQ	EGFR	9606.ENSP00000286548	9606.ENSP00000275493	0	0	0	0	0.059	0	0	0.54	0.549
GNAQ	ATM	9606.ENSP00000286548	9606.ENSP00000278616	0	0	0	0	0.055	0	0	0.416	0.425
GNAQ	CSF1R	9606.ENSP00000286548	9606.ENSP00000286301	0	0	0	0	0.118	0	0	0.418	0.465
GNAQ	EZH2	9606.ENSP00000286548	9606.ENSP00000320147	0	0	0	0	0.061	0	0	0.396	0.408
GNAQ	RAF1	9606.ENSP00000286548	9606.ENSP00000401888	0	0	0	0	0.1	0	0	0.379	0.418
GNAQ	SF3B1	9606.ENSP00000286548	9606.ENSP00000335321	0	0	0	0	0.083	0	0	0.4	0.427
GNAQ	NPM1	9606.ENSP00000286548	9606.ENSP00000296930	0	0	0	0	0.042	0	0	0.444	0.444
GNAQ	ABL1	9606.ENSP00000286548	9606.ENSP00000361423	0	0	0	0	0.067	0	0	0.437	0.453
GNAQ	MITF	9606.ENSP00000286548	9606.ENSP00000391803	0	0	0	0	0.042	0	0	0.462	0.463
GNAQ	JAK2	9606.ENSP00000286548	9606.ENSP00000371067	0	0	0	0	0.07	0	0	0.447	0.464
GNAQ	SMAD4	9606.ENSP00000286548	9606.ENSP00000341551	0	0	0	0	0.066	0	0	0.453	0.468
GNAQ	IDH2	9606.ENSP00000286548	9606.ENSP00000331897	0	0	0	0	0.042	0	0	0.48	0.48
GNAQ	JAK3	9606.ENSP00000286548	9606.ENSP00000432511	0	0	0	0	0.044	0	0	0.479	0.48
GNAQ	PTPN11	9606.ENSP00000286548	9606.ENSP00000489597	0	0	0	0	0.047	0	0	0.483	0.486
GNAQ	NOTCH1	9606.ENSP00000286548	9606.ENSP00000498587	0	0	0	0	0.112	0	0	0.448	0.489
GNAQ	FGFR1	9606.ENSP00000286548	9606.ENSP00000393312	0	0	0	0	0.076	0	0	0.474	0.493
GNAQ	STK11	9606.ENSP00000286548	9606.ENSP00000324856	0	0	0	0	0.053	0	0	0.496	0.503
GNAQ	CDKN2A	9606.ENSP00000286548	9606.ENSP00000418915	0	0	0	0	0.042	0	0	0.507	0.507
GNAQ	FBXW7	9606.ENSP00000286548	9606.ENSP00000474725	0	0	0	0	0.062	0	0	0.507	0.517
GNAQ	SMARCB1	9606.ENSP00000286548	9606.ENSP00000340883	0	0	0	0	0.042	0	0	0.521	0.522
GNAQ	FGFR2	9606.ENSP00000286548	9606.ENSP00000410294	0	0	0	0	0.078	0	0	0.507	0.526
GNAQ	ERBB4	9606.ENSP00000286548	9606.ENSP00000342235	0	0	0	0	0.059	0	0	0.518	0.527
GNAQ	IDH1	9606.ENSP00000286548	9606.ENSP00000390265	0	0	0	0	0.083	0	0	0.507	0.528
GNAQ	NF1	9606.ENSP00000286548	9606.ENSP00000351015	0	0	0	0	0.074	0	0	0.511	0.528
GNAQ	TET2	9606.ENSP00000286548	9606.ENSP00000442788	0	0	0	0	0.074	0	0	0.512	0.529
GNAQ	FGFR3	9606.ENSP00000286548	9606.ENSP00000339824	0	0	0	0	0.076	0	0	0.513	0.53
GNAQ	ALK	9606.ENSP00000286548	9606.ENSP00000373700	0	0	0	0	0	0	0	0.54	0.54
GNAQ	CTNNB1	9606.ENSP00000286548	9606.ENSP00000495360	0	0	0	0	0.101	0	0	0.531	0.56
GNAQ	PTEN	9606.ENSP00000286548	9606.ENSP00000361021	0	0	0	0	0.097	0	0	0.54	0.567
GNAQ	MAP2K1	9606.ENSP00000286548	9606.ENSP00000302486	0	0	0	0	0.049	0	0	0.57	0.573
GNAQ	RET	9606.ENSP00000286548	9606.ENSP00000347942	0	0	0	0	0.076	0	0	0.585	0.6
GNAQ	ESR1	9606.ENSP00000286548	9606.ENSP00000405330	0	0	0	0	0.055	0	0	0.597	0.602
GNAQ	GNAS	9606.ENSP00000286548	9606.ENSP00000360141	0	0	0.061	0.873	0.093	0.226	0.54	0.212	0.717
GNAQ	EIF1AX	9606.ENSP00000286548	9606.ENSP00000368927	0	0	0	0	0.047	0	0	0.716	0.718
GNAQ	BRAF	9606.ENSP00000286548	9606.ENSP00000419060	0	0	0	0	0.087	0	0	0.72	0.733
GNAQ	BAP1	9606.ENSP00000286548	9606.ENSP00000417132	0	0	0	0	0.074	0	0	0.724	0.734
GNAQ	AKT1	9606.ENSP00000286548	9606.ENSP00000451828	0	0	0	0	0.081	0	0	0.766	0.775
GNAQ	KIT	9606.ENSP00000286548	9606.ENSP00000288135	0	0	0	0	0.22	0	0	0.741	0.789
GNAQ	BTK	9606.ENSP00000286548	9606.ENSP00000483570	0	0	0	0	0.075	0.292	0.5	0.512	0.818
GNAQ	PIK3R1	9606.ENSP00000286548	9606.ENSP00000428056	0	0	0	0	0.072	0.292	0.5	0.608	0.854
GNAQ	SRC	9606.ENSP00000286548	9606.ENSP00000362680	0	0	0	0	0.057	0	0.5	0.728	0.86
GNAQ	TSHR	9606.ENSP00000286548	9606.ENSP00000441235	0	0	0	0	0	0	0.9	0.659	0.964
